"id_study","id_row","sc_authors","sc_pub_year","sc_impact_factor_that_year","sc_pub_type","sa_data_year","sa_random","sa_bias_demographics","sa_bias_involvement","sa_bias_language","sa_approached_participated","sa_began_finished","sa_age_m_iv","sa_age_sd_iv","sa_age_m_dv","sa_age_sd_dv","sa_p_male","sa_age_m_f","sa_age_sd_f","sa_p_single_parent","sa_country","sa_p_hispanic_f","sa_p_black_f","sa_p_asian_f","sa_p_otherethnic_f","sa_p_low_ses_family","sa_p_bilingual","sa_pop_dens","sa_mother","sa_p_bio","sa_p_intact","sa_p_firstborn","de_experiment","de_longitudinal","de_manipulation","de_larger_study","iv_qualitative","iv_assessment","iv_location","iv_researcher_present","iv_informant","iv_recording","iv_reliability","iv_validity","dv_type","dv_assessment","dv_location","dv_researcher_present","dv_informant","dv_recording","dv_timelag","dv_reliability","dv_validity","es_reverse_coded","es_type","es_partial","es_controls","es_n","es_correlation","iv_type_cat","dv_instrumentname_cat","sa_larger_study_cat"
11,59,"Bingham, Kwon, & Jeon",2013,0.824,"J",2010,"0","1","0","0",0.624205405405405,1,2.165,0.513333333,2.165,0.513333333,0.587301587,33.79,6.42,0,"US",0.05,0.05,0.1,0,0,0.0284093158158139,"U","1",0.968253968,1,0.569307578571579,"0","0","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,63,0.08,"communication quality","SALT","Bingham, Kwon, & Jeon, 2013"
11,60,"Bingham, Kwon, & Jeon",2013,0.824,"J",2010,"0","1","0","0",0.624268918918919,1,2.165,0.513333333,2.165,0.513333333,0.587301587,33.79,6.42,0,"US",0.05,0.05,0.1,0,0,0.0245819750655814,"U","1",0.968253968,1,0.572254517022632,"0","0","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,63,0.04,"communication quality","CHILDES","Bingham, Kwon, & Jeon, 2013"
11,61,"Bingham, Kwon, & Jeon",2013,0.824,"J",2010,"0","1","0","0",0.624205405405405,1,2.165,0.513333333,2.165,0.513333333,0.587301587,33.79,6.42,0,"US",0.05,0.05,0.1,0,0,0.0284093158158139,"U","1",0.968253968,1,0.572907578571579,"0","0","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,63,-0.01,"communication quality","SALT","Bingham, Kwon, & Jeon, 2013"
11,62,"Bingham, Kwon, & Jeon",2013,0.824,"J",2010,"0","1","0","0",0.624205405405405,1,2.165,0.513333333,2.165,0.513333333,0.587301587,33.79,6.42,0,"US",0.05,0.05,0.1,0,0,0.0284093158158139,"U","1",0.968253968,1,0.569307578571579,"0","0","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,63,0.18,"communication quality","SALT","Bingham, Kwon, & Jeon, 2013"
11,63,"Bingham, Kwon, & Jeon",2013,0.824,"J",2010,"0","1","0","0",0.624205405405405,1,2.165,0.513333333,2.165,0.513333333,0.587301587,33.79,6.42,0,"US",0.05,0.05,0.1,0,0,0.0284093158158139,"U","1",0.968253968,1,0.569307578571579,"0","0","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,63,0.12,"communication quality","SALT","Bingham, Kwon, & Jeon, 2013"
12,64,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.286432488504286,0,"U","1",0.91071515872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.228,"teaching","McArthur","MacDonald_1998"
12,65,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277592488504286,0,"U","1",0.91134015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.456,"communication quality","McArthur","MacDonald_1998"
12,66,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277485195994286,0,"U","1",0.89134015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.595,"communication quality","McArthur","MacDonald_1998"
12,67,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277660836444286,0,"U","1",0.91042015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.087,"control","McArthur","MacDonald_1998"
12,68,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.28829230858,0,"U","1",0.89101015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.585,"support","McArthur","MacDonald_1998"
12,69,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.2923268936,0,"U","1",0.90643261904,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.174,"play","McArthur","MacDonald_1998"
12,70,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.28829230858,0,"U","1",0.91101015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.339,"support","McArthur","MacDonald_1998"
12,71,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.286432488504286,0,"U","1",0.91071515872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.181,"teaching","McArthur","MacDonald_1998"
12,72,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277592488504286,0,"U","1",0.91134015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.318,"communication quality","McArthur","MacDonald_1998"
12,73,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277485195994286,0,"U","1",0.90134015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.449,"communication quality","McArthur","MacDonald_1998"
12,74,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.277660836444286,0,"U","1",0.91042015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.064,"control","McArthur","MacDonald_1998"
12,75,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.28829230858,0,"U","1",0.90101015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.453,"support","McArthur","MacDonald_1998"
12,76,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.2923268936,0,"U","1",0.90643261904,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,-0.111,"play","McArthur","MacDonald_1998"
12,77,"Blake, Macdonald, Bayrami, Agosta, & Milian",2006,1.145,"J",2003,"0","0","0","0",1,1,1.74,0.041666667,1.74,0.041666667,0.517241379,33.1,5,0,"CA",0,0,0,0,0.28829230858,0,"U","1",0.90101015872,1,0.75862069,"0","0","0","0","1","BE","H","1","R","1",0.86,"1","G","Q","H","1","M","0",0.019178082,0.839245283018868,"1","0","R","0",0,29,0.473,"support","McArthur","MacDonald_1998"
13,78,"Bornstein, Vibbert, Tal, & O'Donnell",1992,1.4,"J",1986,"0","1","0","0",0.585818918918919,0.76,1.079452055,0.245098880537692,1.079452055,0.253977805875103,0.5,32.7223,6.14154241935484,0,"US",0,0,0,0,0,0,"U","1",1,1,1,"0","1","0","1","0","BF","H","1","R","0",0.9,"1","GR","A","H","1","R","0",0,0.89,"1","0","R","0",0,34,0.29,"play","Reynell","Vibbert_Bornstein_1989"
13,79,"Bornstein, Vibbert, Tal, & O'Donnell",1992,1.4,"J",1986,"0","1","0","0",0.586082432432432,0.76,1.079452055,0.240400452050342,1.079452055,0.232460926715103,0.5,32.7145,6.12057556451613,0,"US",0,0,0,0,0,0,"U","1",1,1,1,"0","1","0","1","0","BF","H","1","R","0",0.9,"1","GR","A","H","1","R","0",0,0.89,"1","0","R","0",0,34,0.46,"teaching","Reynell","Vibbert_Bornstein_1989"
13,80,"Bornstein, Vibbert, Tal, & O'Donnell",1992,1.4,"J",1986,"0","1","0","0",0.604818918918919,0.76,1.079452055,0.243041451327692,1.701369863,0.265002082295017,0.5,32.6438,6.08709806451613,0,"US",0,0,0,0,0,0,"U","1",1,1,1,"0","1","0","1","0","BF","H","1","R","0",0.9,"1","GR","A","H","1","R","0",0.621917808,0.89,"1","0","R","0",0,26,-0.29,"play","Reynell","Vibbert_Bornstein_1989"
13,81,"Bornstein, Vibbert, Tal, & O'Donnell",1992,1.4,"J",1986,"0","1","0","0",0.604882432432432,0.76,1.079452055,0.257434803650342,1.701369863,0.237797629475017,0.5,32.6651,6.08477556451613,0,"US",0,0,0,0,0,0,"U","1",1,1,1,"0","1","0","1","0","BF","H","1","R","0",0.9,"1","GR","A","H","1","R","0",0.621917808,0.89,"1","0","R","0",0,26,0.49,"teaching","Reynell","Vibbert_Bornstein_1989"
14,82,"Choi, Palmer, & Pyun",2014,1.086,"J",1998,"1","1","-1","0",0.25,0.77,1,0.648853001396405,3,0.22,0.535,24,5.5,0,"US",0,0.691,0,0.128,0.711,0,"U","1",1,0,0.542677582075088,"0","1","0","1","0","Q","H","0","M","0",0.98,"1","R","A","H","1","R","0",2,0.923636363636364,"1","0","R","0",0,1228,-0.02,"involvement","PPVT","FFCW"
14,83,"Choi, Palmer, & Pyun",2014,1.086,"J",1998,"1","1","-1","0",0.25,0.77,1,0.648686334726405,3,0.22,0.535,24,5.5,0,"US",0,0.691,0,0.128,0.711,0,"U","1",1,0,0.540765161815088,"0","1","0","1","0","Q","H","0","M","0",0.929283333333334,"1","R","A","H","1","R","0",2,0.923636363636364,"1","0","R","0",0,1228,0.04,"involvement","PPVT","FFCW"
15,84,"Cig",2015,1.397282,"D",2002,"1","0","0","0",0.74,0.18,0.75,0.238363957841802,4.355,0.331666667,1,31.93,6.34,0,"US",0.19,0.06,0.03,0.05,0.16,0.0361912908813953,"M","1",1,1,0.174542997,"0","1","0","1","1","Q","H","1","F","0",0.812816666666667,"1","R","A","H","1","R","0",3.605,0.84,"1","0","D","0",0,2600,-0.0508672867453555,"involvement","Other","ECLS-B"
16,85,"Cig",2015,1.430022,"D",2002,"1","0","0","0",0.74,0.18,0.75,0.250010573536752,4.355,0.331666667,0,31.93,6.34,0,"US",0.19,0.06,0.03,0.05,0.16,0.0364839029460465,"M","1",1,1,0.174542997,"0","1","0","1","1","Q","H","1","F","0",0.818190277777778,"1","R","A","H","1","R","0",3.605,0.84,"1","0","D","0",0,2600,-0.00991291093043663,"involvement","Other","ECLS-B"
17,86,"Cremeens",2003,1.48049,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.229960518301026,1.25,0.242085610619402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.596914540638246,"0","1","0","1","1","BE","L","1","R","1",0.7,"1","R","A","H","1","M","0",-0.25,0.95,"1","0","R","0",0,62,0.11,"attachment","McArthur","Study of Early Child Care"
17,87,"Cremeens",2003,1.45009,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.207694473804701,1.25,0.242602277279402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.596499277480351,"0","1","0","1","1","BE","L","1","R","1",0.7,"1","G","A","H","1","M","0",-0.25,0.96,"1","0","R","0",0,62,0.07,"attachment","McArthur","Study of Early Child Care"
17,88,"Cremeens",2003,1.52224,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.223272385128376,3,0.263001387049402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.527988974387017,"0","1","0","1","1","BE","L","1","R","1",0.7,"1","R","A","H","1","R","0",1.5,0.91,"1","0","R","0",0,62,-0.22,"attachment","Reynell","Study of Early Child Care"
17,89,"Cremeens",2003,1.50174,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.225330756508376,3,0.263001387049402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.52647662055807,"0","1","0","1","1","BE","L","1","R","1",0.7,"1","G","A","H","1","R","0",1.5,0.86,"1","0","R","0",0,62,-0.15,"attachment","Reynell","Study of Early Child Care"
17,90,"Cremeens",2003,1.46724,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.236711130958376,1.25,0.254519659239316,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.595382282099298,"0","1","0","1","1","BE","L","1","R","1",0.81,"1","R","A","H","1","M","0",-0.25,0.95,"1","0","R","0",0,62,0.06,"communication quality","McArthur","Study of Early Child Care"
17,91,"Cremeens",2003,1.44068,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.234281045362051,1.25,0.250582992573316,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.597921911729298,"0","1","0","1","1","BE","L","1","R","1",0.81,"1","G","A","H","1","M","0",-0.25,0.96,"1","0","R","0",0,62,-0.03,"communication quality","McArthur","Study of Early Child Care"
17,92,"Cremeens",2003,1.5205,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.228759216965727,3,0.256989825369231,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.523454850504737,"0","1","0","1","1","BE","L","1","R","1",0.81,"1","R","A","H","1","R","0",1.5,0.91,"1","0","R","0",0,62,0.08,"communication quality","Reynell","Study of Early Child Care"
17,93,"Cremeens",2003,1.49977,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.230900921675727,3,0.257247946209231,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.525799757884737,"0","1","0","1","1","BE","L","1","R","1",0.81,"1","G","A","H","1","R","0",1.5,0.86,"1","0","R","0",0,62,0.29,"communication quality","Reynell","Study of Early Child Care"
17,94,"Cremeens",2003,1.44963,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.214085518321026,1.25,0.253533316749487,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.596583298849298,"0","1","0","1","1","BE","L","1","R","1",0.79,"1","R","A","H","1","M","0",-0.25,0.95,"1","0","R","0",0,62,-0.06,"support","McArthur","Study of Early Child Care"
17,95,"Cremeens",2003,1.41748,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.211205661024701,1.25,0.246795652273402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.597705296900351,"0","1","0","1","1","BE","L","1","R","1",0.79,"1","G","A","H","1","M","0",-0.25,0.96,"1","0","R","0",0,62,-0.01,"support","McArthur","Study of Early Child Care"
17,96,"Cremeens",2003,1.49747,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.220338718458376,3,0.254202697569316,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.52843435251807,"0","1","0","1","1","BE","L","1","R","1",0.79,"1","R","A","H","1","R","0",1.5,0.91,"1","0","R","0",0,62,-0.02,"support","Reynell","Study of Early Child Care"
17,97,"Cremeens",2003,1.47571,"D",1991,"0","0","0","0",0.58,0.69,1.5,0.222397089838376,3,0.261748095369402,0.483870968,31.1,5.21,0,"US",0.080645161,0.032258065,0.064516129,0.064516129,0,0,"U","1",1,1,0.52865925989807,"0","1","0","1","1","BE","L","1","R","1",0.79,"1","G","A","H","1","R","0",1.5,0.86,"1","0","R","0",0,62,-0.13,"support","Reynell","Study of Early Child Care"
18,98,"Downer & Mendez",2005,0.814,"J",2003,"0","1","0","-1",0.23,0.82,4.623333333,0.5975,4.623333333,0.5975,0.517647059,30.84,7.45,0.047058824,"US",0,1,0,0,1,0,"U","0",0.6,0.952941176,0.600763157894737,"0","0","0","1","0","Q","H","0","F","0",0.9,"1","R","A","H","1","R","0",0.083333333,0.93,"1","0","R","0",0,85,-0.06,"involvement","PPVT","EHS"
18,99,"Downer & Mendez",2005,0.814,"J",2003,"0","1","0","-1",0.23,0.82,4.623333333,0.5975,4.623333333,0.5975,0.517647059,30.84,7.45,0.047058824,"US",0,1,0,0,1,0,"U","0",0.6,0.952941176,0.600763157894737,"0","0","0","1","1","Q","H","0","F","0",0.89,"1","R","A","H","1","R","0",0.083333333,0.93,"1","0","R","0",0,85,0.01,"HLE","PPVT","EHS"
18,100,"Downer & Mendez",2005,0.814,"J",2003,"0","1","0","-1",0.23,0.82,4.623333333,0.5975,4.623333333,0.5975,0.517647059,30.84,7.45,0.047058824,"US",0,1,0,0,1,0,"U","0",0.6,0.952941176,0.600763157894737,"0","0","0","1","1","Q","H","0","F","0",0.81,"1","R","A","H","1","R","0",0.083333333,0.93,"1","0","R","0",0,85,0.08,"involvement","PPVT","EHS"
19,101,"Er, Aral, & Biçakçi",2013,1.20237828571429,"J",2010,"1","1","0","0",1,1,5,0.365646617934701,5,0.382675890833573,0.48,33.7402,6.43561056451612,0,"TR",0,0,0,0,0.35426748034,0,"U","1",1,1,0.497063947466316,"0","0","0","0","1","Q","H","1","F","0",0.901,"1","GR","A","H","1","R","0",0,0.825,"1","0","D","0",0,105,0.394394048629673,"bookreading","Other","Er, Aral, & Biçakçi, 2013"
19,102,"Er, Aral, & Biçakçi",2013,1.21127828571429,"J",2010,"1","1","0","0",1,1,5,0.340343294081025,5,0.377265278303829,0.48,33.6361,6.42726620967741,0,"TR",0,0,0,0,0.35135238309,0,"U","1",1,1,0.497701208675263,"0","0","0","0","0","Q","H","1","F","0",0.886993981481482,"1","GR","A","H","1","R","0",0,0.825,"1","0","D","0",0,108,0.543727933825789,"bookreading","Other","Er, Aral, & Biçakçi, 2013"
20,103,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.03,"play","SALT","EHS"
20,104,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.02,"reading","SALT","EHS"
20,105,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","1","A","L","0","R","1",0.95,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.04,"control","SALT","EHS"
20,106,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.32,"communication quality","SALT","EHS"
20,107,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.11,"communication quality","SALT","EHS"
20,108,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.04,"communication quality","SALT","EHS"
20,109,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,0.02,"communication quality","SALT","EHS"
20,110,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.08,"communication quality","SALT","EHS"
20,111,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,-0.04,"communication quality","SALT","EHS"
20,112,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,0.04,"play","SALT","EHS"
20,113,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","H","1","F","1",0.84,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,0.03,"reading","SALT","EHS"
20,114,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","1","A","L","0","R","1",0.95,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.05,"control","SALT","EHS"
20,115,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.08,"communication quality","SALT","EHS"
20,116,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,0.3,"communication quality","SALT","EHS"
20,117,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,4.400833333,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",0,0.9,"1","0","R","0",0,68,-0.37,"communication quality","SALT","EHS"
20,118,"Fagan, Iglesias, & Kaufman",2016,0.824,"J",2013,"0","1","0","0",0.613648648648649,1,5.0675,0.5,4.400833333,0.5,0.544117647,32.76,9.62,0.25,"US",0.220588235,0.705882353,0,0,1,0.191367037511628,"U","1",0.714,0.75,0.600763157894737,"0","1","0","0","0","BF","L","0","R","1",0.9,"1","G","BF","L","0","R","1",-0.666666667,0.9,"1","0","R","0",0,68,0.03,"communication quality","SALT","EHS"
